gai	gai,gãi,gài,gại,gái
ban	bạn,bằn,bán,bần,bặn,băn,bàn,bận,bản,bẳn,bẩn,ban,bắn,bấn
bao	bạo,báo,bào,bao,bảo,bão
bai	bại,bái,bài,bai,bải,bãi
trut	trút,trụt
gom	gồm,gôm,gom,gốm,gớm,gờm
no	nỗ,nò,nơ,nó,nô,nõ,no,nọ,nỏ,nộ,nớ,nở,nổ,nỡ,nợ
trach	trạch,trách
trinh	trịnh,trĩnh,trinh,trình
nghim	nghỉm
nghiu	nghỉu,nghịu
tet	tết,tẹt,tét
teu	tếu,têu
tret	trết,trẹt,trét,trệt
rinh	rình,rỉnh,rinh
nghien	nghiên,nghiến,nghiện,nghiền
xia	xìa,xỉa,xía
jazz	jazz
nheu	nhểu,nhếu
reng	rẻng,reng
chuong	chưởng,chuồng,chường,chuông,chương,chuộng,chướng
nit	nịt,nít
niu	nịu,níu,niu
ai	ải,ai,ái
ao	ảo,ao,áo,ào
gio	gió,giơ,gio,giò,giỗ,giở,giờ,giỏ
tenh	tênh,tềnh,tểnh,tễnh
nghet	nghẹt,nghét,nghệt
thu	thụ,thư,thú,thù,thu,thự,thử,thừ,thứ,thủ
nen	nên,nền,nến,nén,nện
toach	toạch
vieng	viếng,Viêng
kim	kìm,kim
kin	kìn,kin,kín
sum	sum,sùm,sụm
suy	suy,súy
chon	chộn,chơn,chọn,chờn,chớn,chốn,chon,chồn,chôn,chợn
tua	tựa,tưa,từa,tủa,túa,tua,tứa
tuu	tựu,tửu
chop	chộp,chóp,chọp,chợp,chớp
chot	chột,chót,chọt,chớt,chốt,chợt
nghenh	nghênh,nghềnh,nghễnh,nghểnh
quynh	quỷnh,quýnh,quỳnh
muou	mưỡu
nag	nặg,nàg,nắg
ninh	nính,nịnh,nình,ninh
mooc	moóc
huom	hườm,hươm,hướm
thit	thịt,thít
pheu	phều,phễu
uan	uẩn
xoen	xoen,xoèn
hoang	hoàng,hoảng,hoắng,hoang,hoẵng,hoăng
dot	đợt,dột,đột,đọt,đót,đớt,dốt,đốt
ngan	ngân,ngẩn,ngán,ngắn,ngan,ngấn,ngạn,ngần,ngằn,ngăn,ngàn
thep	thép,thếp
thet	thét,thết
ngau	ngâu,ngẫu,ngầu,ngấu,ngậu
cuong	cuống,cường,cuộng,cưỡng,cương,cuồng
suyt	suỵt,suýt
luu	lưu,lựu
heu	hếu
ngok	ngok,ngốk
nuoc	nuộc,nước
ghech	ghếch
hiem	hiếm,hiềm,hiểm
hiep	hiếp,hiệp
sat	sật,sặt,sạt,SAT,sát,sắt,sất
khong	khổng,khòng,khống,không,khỏng
khoanh	khoảnh,khoanh
ho	ho,hớ,hộ,hở,hờ,hồ,hố,hổ,hỏ,họ,hơ,hò,hó,hô,hỗ
xen	xẻn,xen,xên,xèn,xén
xeo	xẻo,xeo,xẹo,xéo,xèo
lui	lủi,lúi,lùi,lui,lụi,lũi
lun	lủn,lụn,lún,lun,lùn,lũn
lum	lủm,lụm,lúm,lum,lùm,lũm
mong	mồng,mông,mộng,móng,mong,mọng,mòng,mống,mỏng
tieu	tiểu,tiêu,tiễu,tiếu,tiều
mec	méc,mẹc
mep	mép,mẹp
met	mét,mết,mệt,mẹt
quach	quạch,quách
dinh	đĩnh,đinh,dính,đỉnh,đính,dinh,định,đình
minh	mình,minh
giec	giếc
giem	giếm,gièm
giet	giết
hi	hí,hỉ,hĩ,hi,hì
chen	chện,chèn,chén,chẽn,chen,chẹn
ech	ệch,ếch
ngam	ngẩm,ngấm,ngâm,ngắm,ngẫm,ngầm,ngậm,ngăm,ngàm
trieng	triềng,triêng
huych	huých,huỵch
cuc	cức,cục,cúc,cực
den	dện,đen,đẹn,dền,đền,đến,dèn,đèn
nghe	nghề,nghể,nghễ,nghệ,nghẹ,nghe,nghé,nghê,nghè
cu	cừ,cứ,cữ,cử,củ,cụ,cự,cũ,cư,cú,cù,cu
co	cỡ,cỏ,cọ,cộ,cờ,cồ,cố,cỗ,cổ,cơ,co,có,cò,cô,cớ
ca	cả,cạ,ca,cá,cà
menu	menu
gion	giỡn,gion,giòn,giôn,giỏn
khuot	khượt,khướt
ua	ứa,ựa,ùa,úa,ủa,ưa
bun	bủn,bún,bùn
xuat	xuất
rieng	riềng,riêng
cut	cụt,cút
nac	nặc,nác,nạc,nắc,nấc
bua	bừa,bua,búa,bựa,bủa,bửa,bùa,bứa,bữa,bụa
khu	khư,khù,khú,khu,khứ,khử,khụ,khủ,khự,khừ
niem	niêm,niệm,niềm
nien	niên
nieu	niêu,niệu
kho	khò,khó,kho,khớ,khờ,khố,khổ,khơ,khô,khỏ
khe	khè,khé,khê,khe,khề,khệ,khẽ,khế
khi	khì,khí,khi,khỉ,khị
kha	khà,khá,kha,khả
dek	đék
un	un,ùn,ủn
trung	trứng,trúng,trung,trụng,trừng,trưng,trũng,trùng
toan	toán,toan,toàn
toai	toái,toài,toại
toac	toác,toạc
toay	toáy
xuyen	xuyên,xuyến
truc	trực,trúc,trục
ach	ách,ạch
oe	ỏe,oe,óe,ọe
hu	hự,hừ,hứ,hữ,hử,hủ,hụ,hũ,hư,hu,hú,hù
song	sõng,sông,sổng,sống,song,sóng,sòng,sồng
truon	trườn
ray	ráy,rầy,rạy,rày,rảy,ray,rẩy,rây,rẫy
phich	phích,phịch
hop	họp,hop,hớp,hộp,hóp,hợp
hoc	học,hốc,hoc,hộc,hóc
chem	chèm,chém,chêm,chễm
cheo	chèo,chéo,cheo,chẹo
giog	giốg,giọg
ruom	rườm,rướm
ruon	rườn,rướn,rươn
svd	SVĐ,svd
xuong	xướng,xuổng,xuống,xường,xuồng,xưởng,xương
ohm	ohm
au	au,ấu,ẩu,ầu,âu
buot	buốt,buột
chao	chảo,chão,chao,chào,chạo,cháo
chai	chải,chãi,chai,chài,chái
tap	tắp,táp,tạp,tập,tấp
nhoi	nhồi,nhội,nhoi,nhởi,nhơi,nhối,nhói,nhôi
diet	diết,diệt
diep	diếp,diệp,điệp
diec	diếc,điếc,diệc
wen	wen,wên
nop	nớp,nóp,nộp,nợp
not	nớt,nốt,nót,nột,nọt
noi	nới,nối,noi,nổi,nói,nôi,nồi,nơi,nòi,nội,nỗi
xun	xun,xún
nanh	nạnh,nanh,nành
lao	láo,lạo,lào,lảo,lão,lao
lac	lác,lạc,lấc,lắc,lặc
rau	rầu,ráu,rảu,rau,râu
lat	lát,lật,lặt,lắt,lất,lạt
phien	phiền,phiến,phiên,phiện
sen	sen,sến,sền,sẻn,sên
chuc	chức,chúc,chực,chục
chua	chứa,chùa,chưa,chửa,chừa,chúa,chữa,chua
beng	béng,beng
ngung	ngủng,ngưng,ngùng,ngúng,ngửng,ngừng
nai	nái,nài,nai,nại,nải
nao	náo,nạo,não,nao,nào
nap	náp,nập,nạp,nắp,nấp
nat	nát,nạt
nau	náu,nậu,nẫu,nâu,nấu
nay	náy,nậy,nây,nay,nạy,nãy,nẩy,nấy,nảy,này
khuc	khúc,khục
cpu	CPU
nhao	nhào,nhão,nhao,nhạo,nháo
nham	nhàm,nhảm,nhấm,nhẩm,nhậm,nhắm,nhâm,nham,nhăm,nhằm,nhầm,nhặm,nhám
siro	siro,sirô
ghet	ghệt,ghét
lap	lập,láp,lặp,lấp,lắp,lạp
uot	uột,ướt
phoc	phốc,phóc
phot	phốt,phớt,phọt
nhep	nhẹp,nhép
hanh	hạnh,hánh,hanh,hành,hãnh
lo	lọ,lô,lỗ,lổ,lồ,lố,lở,lờ,lớ,lộ,lợ,lỡ,lo,lõ,lò,ló,lơ
balo	balo,balô
nhang	nhạng,nhằng,nhắng,nhâng,nhặng,nhẳng,nhăng,nháng,nhẵng,nhang,nhàng,nhãng
xem	xem,xềm
nhoang	nhoạng,nhoang,nhoàng,nhoáng
chui	chùi,chửi,chũi,chúi,chui
chum	chùm,chúm,chũm,chum,chụm
chuy	chùy,chụy
that	thật,thát,thất,thắt
thap	thập,tháp,thấp,thắp,thạp
dem	đem,đệm,dém,đềm,đêm,đèm,đếm
nhong	nhông,nhóng,nhồng,nhong,nhòng,nhõng,nhộng
mui	mùi,múi,mui,mũi,mủi
nung	núng,nung,nũng,nùng,nựng
thoai	thoải,thoái,thoại,thoai
im	im,ỉm
doan	đoạn,đoan,đoán,đoản,đoàn
choa	chóa,choa
bah	báh,bah
bap	bập,bặp,bạp,bắp,bấp
alo	alô,alo
choai	choại,choái,choài,choai,choãi
choac	choạc,choác
qtqd	qtqđ,qtqd
sin	sìn,sin,sỉn
phap	phấp,phắp,phập,pháp
phat	phất,phắt,phật,phát,phạt
gu	gụ,gừ,gu,gù
gi	gỉ,gi,gí,gì
duon	đưỡn,dướn,đuồn,đườn,đuỗn
nguyen	nguyền,nguyễn,nguyên,nguyện
veu	vêu,vếu,vều
rong	rông,ròng,rong,rồng,rống,rộng,rỗng,róng
em	em,ém,êm,ẻm,ếm
eo	eo,ẹo,ẽo,èo,ẻo,éo
quao	quào
ngat	ngát,ngắt,ngất,ngặt,ngạt,ngật
ngap	ngáp,ngập,ngấp
mau	mấu,mẫu,mau,màu,mầu,máu,mậu,mâu,mẩu
ngac	ngác,ngắc,ngấc,ngạc
may	mấy,may,mày,mạy,mầy,máy,mẩy,mậy,mây,mảy
ngai	ngái,ngãi,ngại,ngải,ngai,ngài
tom	tôm,tòm,tóm,tom,tởm,tõm
choan	choán
chuoc	chước,chuộc,chuốc,chược
linh	lình,lịnh,lính,lỉnh,linh,lĩnh
di	đì,đi,dí,di,dì,dĩ,dị
du	đù,đu,đủ,đứ,đừ,đử,du,dù,dư,dữ,dử,dừ,dứ,dụ,dự
dg	đg,dg
chap	chấp,chập,chặp,chạp,chắp
xoac	xoạc,xoác
xan	xăn,xán,xắn,xẩn
xam	xăm,xám,xắm,xàm,xảm,xẩm,xầm,xam,xâm
tand	TAND
tuyen	tuyên,tuyền,tuyến,tuyển
pun	pun,pùn
lop	lốp,lộp,lợp,lóp,lớp,lọp
kich	kịch,kích
khuu	khứu
phinh	phính,phĩnh,phỉnh,phinh,phình
lenh	lệnh,lềnh,lênh
lach	lách,lạch
phung	phưng,phùng,phung,phụng,phừng,phúng
thuoc	thuộc,thước,thuốc,thược
thuom	thuộm
xap	xáp,xấp,xắp,xập
xat	xát,xắt
xai	xái,xài,xải
xao	xáo,xào,xảo,xao,xạo
xac	xác,xấc,xắc,xạc
rum	rum,rúm,rụm,rùm
ruy	ruy
ngheu	nghễu,nghểu,nghêu,nghều,nghệu
guc	gục
ge	ge,gê,gé
oai	oải,oại,oái,oai
tung	túng,tung,tưng,tụng,tửng,tùng,từng
huong	hường,hương,hướng,hưởng,huống
gong	gồng,gọng,gông,gỏng
tuou	tườu
kheu	khêu,khều
khoat	khoát,khoắt
khoay	khoáy
khoac	khoác
khoai	khoái,khoải,khoai
khoan	khoán,khoản,khoan,khoắn,khoăn
hog	hôg,hỏg,hóg,hồg
hung	hững,hừng,húng,hung,hứng,hửng,hùng,hưng
neu	nêu,nếu
hac	hạc,hác,hắc
hap	hạp,háp,hấp,hập
hat	hạt,hát,hất,hắt
ruou	rượu
meng	mèng
denh	dềnh,đễnh,đềnh,đểnh,đênh
nuot	nuột,nuốt
lim	lỉm,lim,lìm,lịm
deu	đểu,đêu,đều
tit	tịt,tít
nguoi	người,nguội,ngươi,nguôi
nghi	nghỉ,nghị,nghi,nghĩ
rai	rái,rài,rải,rai,rãi
dzai	dzai,đzai
xue	xuê,xuề,xuể
sot	sọt,sót,sốt,sớt,sột
soc	sọc,sóc,sốc
xua	xua,xửa,xưa
lai	lái,lài,lải,lãi,lại,lai
ngoat	ngoặt,ngoắt
thon	thờn,thộn,thôn,thổn,thỗn,thon,thốn,thơn
uc	ực,ục,ức,úc
iu	iu,ỉu
in	in,ỉn,ín,ìn
quau	quàu,quạu
lieu	liễu,liều,liệu,liêu
venh	vểnh,vênh
thuot	thướt,thượt
rich	rích,rịch
xoi	xổi,xoi,xới,xởi,xơi,xôi,xời,xói,xối
liu	lỉu,liu,líu,lìu
sog	sóg,sốg
hich	hích,hịch
truyen	truyền,truyện
ke	kẹ,kế,kẽ,kể,kề,kệ,kẻ,kê,ké,kè,ke
ki	kị,kỉ,kĩ,kí,kì,ki
ky	kỳ,kỷ,kỵ,kỹ,ký
kip	kịp,kíp
fai	fái,fải
bia	bịa,bìa,bia
bin	bịn,bin
bit	bịt,bít,bit
biu	bịu,bíu,bìu,bĩu,bỉu
bip	bịp,bíp
vut	vút,vụt,vứt
muoi	muội,muồi,mươi,mười,muối,muỗi
muon	muộn,muôn,mươn,mướn,mườn,muốn,mượn
vinh	vĩnh,vịnh,vinh
dit	dịt,đít
khuyu	khuỵu,khuỷu
nong	nong,nòng,nồng,nông,nỗng,nóng,nống,nổng,nọng
haivl	hàivl,haivl
khao	khảo,khào,kháo,khao,khạo
khai	khải,khái,khai
khay	khảy,khẩy,kháy,khay
oach	oạch,oách
yet	yết
yen	yến,yên
kon	kon,kòn
khoen	khoen
khoeo	khoeo,khoẻo,khoèo
tro	trộ,trờ,trọ,trỏ,trớ,trở,trố,trồ,trổ,trỗ,trợ,tro,trò,trô,trơ
kg	kg
nguc	ngục,ngực,ngúc
ngua	ngụa,ngưa,ngựa,ngừa,ngửa,ngứa
ngum	ngụm,ngủm
ngut	ngụt,ngút,ngứt
nguy	ngụy,nguy
kit	kịt,kít
gop	góp,gộp
uom	uôm,ươm,ướm
choc	chóc,chọc,chốc
bay	bầy,bày,bậy,bay,bảy,bẩy,bây,bấy,bẫy
ren	ren,rên,rến,rén,rền,rèn
reo	reo,rẻo,réo
rem	rem,rèm,rêm
hun	hủn,hun,hùn
tang	tầng,tảng,tâng,táng,tằng,tăng,tang,tạng,tàng,tặng
organ	organ
phuong	phương,phượng,phường
tran	trấn,tràn,trần,trặn,trán,trận,trăn,trân,trằn
trau	trấu,trẩu,tràu,trầu,trâu,trau
trech	trệch
ghen	ghen,ghèn
benh	bềnh,bênh,bệnh
luyen	luyện,luyến
mi	mĩ,mi,mí,mì,mỉ,mị
thang	thặng,thẳng,thắng,thang,thằng,thảng,tháng,thăng
pate	patê
mu	mũ,mu,mù,mú,mủ,mừ,mụ
mo	mơ,mo,mõ,mô,mó,mò,mỏ,mổ,mỗ,mố,mồ,mờ,mộ,mớ,mỡ,mợ,mọ,mở
mg	mg
ma	ma,má,mà,mã,mạ,mả
nup	núp
nut	nút,nứt
me	mé,mê,mẽ,mế,mẹ,mẻ,mễ,mệ,mề,me,mè
nui	núi,nùi
num	núm
nhia	nhía
nhim	nhím
nhin	nhín,nhìn,nhịn
nhiu	nhíu,nhìu,nhịu
nhit	nhít,nhịt
nhip	nhíp,nhịp
xang	xáng,xằng,xẵng,xang,xàng,xắng,xăng
lech	lếch,lệch
suat	suất
luoi	lưỡi,lưới,lười
mag	mág,mạg,mắg,mag
mien	miền,miễn,miến,miên,miện
mieu	miều,miễu,miếu,miêu
thoc	thọc,thóc,thốc
phia	phịa,phía
phiu	phịu,phiu,phìu
hoet	hoét
ruc	rúc,rức,rục,rực
xinh	xĩnh,xính,xỉnh,xinh,xình
rut	rút,rứt,rụt
phec	phéc
phep	phép
thop	thóp,thộp
huo	huơ
ngach	ngách,ngạch
hua	hua,hùa,hứa
hum	hum,hũm,húm,hụm,hùm,hừm
hui	hui,hủi,húi,hụi,hùi
huy	huy,hủy,húy
hue	huê,huế,huệ,huề
sac	sặc,sạc,sác,sắc
beu	bêu,bều,bệu
bich	bịch,bích
khuon	khươn,khuôn
khuoi	khươi
xau	xấu,xẩu,xậu,xầu,xâu
oa	oa,òa
oy	oy,oỳ
pac	pác
pan	pán,PAN
lot	lột,lốt,lợt,lót,lớt,lọt
loc	lộc,lọc,lốc,lóc
yeu	yếu,yêu,yểu
buoc	bước,buộc
yem	yếm,yểm
vach	vạch,vách
bien	biển,biên,biền,biến,biện
bieu	biểu,biếu
oc	óc,ốc,ộc,ọc
nhom	nhơm,nhom,nhỏm,nhổm,nhòm,nhớm,nhõm,nhôm,nhồm,nhóm
vog	vọg,vòg
voc	vọc,vốc,vóc
coc	cóc,cộc,cọc,cốc
cot	cót,cột,cợt,cot,cọt,cốt
vot	vọt,vớt,vót,vợt
cop	cóp,cợp,cọp,cộp,cốp
vop	vọp
lup	lúp,lụp
diu	đìu,điu,díu,dìu,địu,dịu
ieu	iêu
ruot	ruột,rượt
cuu	cữu,cứu,cửu,cừu,cựu,cưu
ngup	ngụp
sach	sạch,sách
loa	lòa,lóa,lỏa,loa,lõa
vuong	vương,vuông,vướng,vưởng,vượng
danh	đành,đanh,đảnh,dành,dảnh,đánh,danh
chinh	chĩnh,chình,chinh,chính,chỉnh
dag	dág,đăg,đág,đag,dag
buong	bương,bướng,bưởng,buồng,buông
chuech	chuệch
lec	léc
giup	giúp
let	lét,lệt,lẹt,lết
pom	pờm
my	mỵ,mỳ,mỹ
ruoc	rước,ruốc
khuan	khuẩn,khuân
tun	tũn,tủn,tun
guong	gưỡng,guồng,gương,gượng
nhuoc	nhuốc,nhược
nguyt	nguýt
treo	treo,trẹo,tréo,trẻo,trèo
se	sè,sê,se,sẻ,sẹ,sẽ,sề,sệ
rin	rịn,rin
khoa	khỏa,khóa,khoa
khit	khít,khịt
phieu	phiếu,phiêu
phiem	phiếm
chun	chủn,chùn,chũn,chun
su	sư,sú,su,sứ,sử,sụ,sù,sự
uoi	ươi
so	sơ,sò,sô,so,sớ,sộ,sở,sờ,sồ,số,sỗ,sổ,sỏ,sọ,sợ,sỡ
uon	ươn,ườn,uốn,ưỡn
huog	huốg,hướg
tuon	tuôn,tuồn
si	sĩ,sì,si,sị,sỉ
sa	sã,sá,sà,sa,sả,sạ
ue	uế,uể
nhoet	nhoét,nhoẹt
heo	hẻo,heo,héo,hèo
hem	hẻm,hem,hèm
rop	rợp,rộp,rớp
goa	góa
nin	nín
tuyp	tuýp
mang	mang,mạng,mãng,màng,măng,mảng,mắng,máng
lieng	liệng,liếng,liểng,liêng
dug	đứg,dựg,đừg,dùg,đúg
reu	rêu,rều,rệu
oto	ôtô,oto,otô
thai	thãi,thải,thái,thài,thai
mik	mìk,mik
xog	xog,xôg
ghim	ghìm,ghim
thac	thặc,thạc,thác,thắc
bui	búi,bùi,bụi
luc	lức,lục,lúc,lực
toong	toong,toòng
quet	quệt,quét,quết,quẹt
giat	giạt,giắt,giật,giặt,giát
giai	giại,giãi,giai,giải
vks	VKS
cat	cất,cắt,cát,cật
von	vờn,vốn,vón,von,vôn,vỏn,vởn,vòn,vồn
xenh	xềnh,xênh
sy	sỹ
uy	uy,úy,ủy
ui	ui,ùi,ủi,úi
doc	dộc,độc,đọc,đốc,dốc,dóc,dọc
phac	phắc,phác,phạc
casino	casino
hiu	hỉu,hiu
sieng	siêng
tay	táy,tày,tẩy,tầy,tây,tấy,tay
tag	tág,tặg
tao	táo,tạo,tào,tảo,tao
tai	tái,tải,tại,tài,tãi,tai
huou	hươu
trao	tráo,trào,trạo,trao
then	thẹn,thèn,thện,then
buc	bực,bức,bục
vua	vừa,vựa,vữa,vùa,vua
ut	ụt,út
up	ụp,úp
xep	xếp,xẹp,xép,xệp
khiu	khiu
khin	khin,khìn
duoi	đuối,duỗi,đuôi,đuổi,đười,dưới,duối
khec	khẹc
khet	khẹt,khét
biet	biết,biệt
biec	biếc
biem	biếm
wa	wá,wa
chuenh	chuệnh,chuếnh
pheo	pheo,phèo
truy	truy,trụy
noc	nốc,nóc,nọc
huc	hực,húc,hục,hức
uay	uầy
thuong	thương,thưởng,thượng,thuồng,thường,thuổng
uong	uống,uổng,Uông,ương
ghenh	ghểnh,ghềnh
huyet	huyệt,huyết
huyen	huyện,huyên,huyền,huyễn
hoai	hoai,hoại,hoải,hoài
thay	thầy,thảy,thấy,thây,thày,thay
ngoan	ngoằn,ngoạn,ngoãn,ngoan
suot	suốt,sượt,sướt
vam	vậm,vam,vạm,vằm,vâm,vàm
thuog	thườg,thuờg
mup	mụp,múp
ganh	gánh,ganh,gành,gảnh
leu	lểu,lêu,lều,lếu
nhoe	nhoe,nhóe,nhòe
khich	khích
tach	tách,tạch
nuc	núc,nực,nục,nức
tren	trên,trẽn,trèn
treu	trêu,trệu
chach	chách,chạch
ngoao	ngoáo,ngoao
kiu	kiu,kĩu
kia	kia,kìa
suyen	suyển,suyễn
ngot	ngớt,ngốt,ngọt,ngót,ngột
hieng	hiêng,hiếng
zai	zài,zai
gap	gấp,gắp,gáp,gập,gặp
gac	gấc,gặc,gạc,gác
chup	chụp
tuc	tục,túc,tức
mak	mak,màk
mao	mao,mào,mạo,máo,mão
chep	chẹp,chép
chet	chẹt,chét,chết
phuy	phuy
phui	phui,phủi
phum	phum
thoat	thoát,thoạt,thoắt
osin	ôsin,osin
shop	shop
guon	guộn
guoc	guộc,guốc
guot	guột
lich	lịch,lích
nem	nêm,ném,nếm,nem,nệm
usd	USD
chich	chích
tray	trảy,trẩy,trầy,trây
trai	trải,trại,trái,trai
mung	mùng,mung,mửng,mưng,mủng,mừng
quyen	quyển,quyến,quyện,quyền,quyên
sinh	sính,sình,sinh
gao	gao,gào,gạo,gáo
liem	liếm,liệm,liêm,liềm
liec	liếc
doang	đoàng,doãng,doạng,đoảng
doanh	đoành,doanh
khuech	khuếch
ria	rỉa,rìa,rịa,ria
sit	sít,sịt
xieng	xiềng,xiểng
viet	việt,viết
viec	việc
xuyet	xuyết
boc	bốc,bóc,bọc,bộc
gien	giền,gien
xuoi	xuôi
vit	vịt,vít
vim	vịm
luy	lúy,lụy,luy,lũy
nhuon	nhướn
trum	trúm,trụm,trùm
tdtt	TDTT
chong	chóng,chồng,chỏng,chông,chong,chõng,chổng,chống,chòng
judo	judo
ne	nê,nể,nè,né,ne,nề,nệ,nẹ,nẻ
cua	cứa,cua,cửa,của,cựa,cưa
neo	nẻo,néo,neo,nèo
hinh	hình,hỉnh,hinh,hĩnh
doremon	đôrêmon,doremon
trua	trụa,trưa
nhem	nhẹm,nhem,nhèm,nhẻm
nhen	nhẹn,nhen,nhện
ri	rĩ,rì,rí,ri,rỉ,rị
inh	ình,inh
truong	trượng,trưởng,truông,trương,truồng,trướng,trường
ghiec	ghiếc
khenh	khênh,khễnh,khểnh,khệnh
teo	tẻo,tẹo,teo,tèo
lem	lèm,lẹm,lẻm,lem,lém
muot	mướt,muốt,mượt
muop	mướp
tuech	tuếch,tuệch
nhop	nhóp,nhớp
nhoc	nhóc,nhốc,nhọc
nhoa	nhóa,nhòa
siu	siu
nhech	nhệch,nhếch
ngang	ngẳng,ngáng,ngàng,ngẩng,ngang,ngãng,ngẵng
cang	càng,cẳng,cẫng,cáng,câng,căng,cảng
phuot	phượt
huan	huân,huấn
giun	giun,giựn
uat	uất
senh	sểnh,sênh
oam	oàm,oăm
xeng	xèng,xẻng
luop	lướp
mach	mạch,mách
sap	sạp,sáp,sấp,sập,sắp
riet	riệt,riết
thich	thịch,thích
thec	thẹc
tich	tịch,tích
henh	hểnh,hênh,hềnh
vdv	VĐV,vdv
thag	thằg,thág,thăg,thắg
tanh	tánh,tanh,tạnh,tành
mit	mịt,mít
dao	đao,dào,dạo,đảo,đào,đáo,đạo,dao
tin	tĩn,tin,tín,tìn
ngoi	ngòi,ngời,ngoi,ngói,ngôi,ngồi,ngợi,ngơi
ngui	ngửi,ngủi,ngùi
bi	bì,bỉ,bị,bí,bi
thiu	thiu,thỉu,thìu
thik	thik,thík
thim	thim,thím
phom	phom,phôm
cooc	coọc,coóc
socola	socola,sôcôla
menh	mềnh,mệnh,mênh
ia	ỉa
ngoeo	ngoèo,ngoẻo,ngoéo,ngoẹo
nhuy	nhụy
xet	xét,xẹt
gieo	gieo
goc	góc,gốc,gộc
bep	bép,bẹp,bếp
kieu	kiểu,kiêu,kiếu,kiệu,kiều
bo	bơ,bỡ,bợ,bỏ,bổ,bỗ,bố,bồ,bờ,bở,bộ,bớ,bô,bõ,bò,bó,bo,bọ
kiem	kiểm,kiêm,kiệm,kiềm,kiếm
nhuyen	nhuyễn
thau	thẩu,thâu,tháu,thấu,thầu,thau
enh	ềnh,ễnh
bim	bím,bìm,bỉm
cach	cạch,cách
cho	chờ,chò,chỏ,chỗ,chộ,chớ,chở,chợ,chơ,cho,chó,chõ
sieu	siêu
xop	xộp,xọp,xóp,xốp
xoc	xộc,xọc,xóc,xốc
ich	ịch,ích
siec	siếc
siet	siết
kien	kiên,kiền,kiện,kiến
toet	toẹt,toét
bet	bệt,bẹt,bét,bết
gdinh	gđình,gđinh
vuc	vực,vục,vức
lia	lia,lìa,lịa
soang	soạng
huenh	huênh
ngoc	ngốc,ngóc,ngọc,ngộc
toen	toèn,toen
thuan	thuần,thuận,thuẫn
gium	giùm
chac	chặc,chậc,chạc,chác,chắc
hech	hệch,hếch
suon	suôn,sườn
soai	soái,soài
xien	xiền,xiên
duyet	duyệt
non	nõn,non,nón,nôn,nộn,nọn
thui	thủi,thui,thụi,thúi
lep	lẹp,lép
uyen	uyên,uyển
tep	tệp,tẹp,tép
chit	chịt,chít
thanh	thanh,thành,thảnh,Thạnh,thánh
rit	rít,rịt
riu	ríu,rìu,riu
noan	noãn
lip	líp
lit	lít,lịt
seu	sều,sêu,sếu
nhue	nhuệ
gheo	ghẹo
loai	loại,loài
coca	coca
nhug	nhug,nhưg
xay	xẩy,xảy,xay,xây
nhieu	nhiễu,nhiêu,nhiều
nhien	nhiễn,nhiên
khoe	khoe,khóe,khỏe
leng	leng,léng,lẻng
tnao	tnào,tnao
vin	vịn,vin
uynh	uỳnh,uýnh
oanh	oanh,oánh,oành
oang	oang,oẳng,oàng
lazada	lazada
tuyet	tuyết,tuyệt
chieng	chiếng,chiêng
thieng	thiêng
gat	gắt,gạt,gật,gặt
siem	siểm
dim	dím,dìm,dim
dip	díp,dịp
gato	gatô,gato
kech	kếch,kệch
en	én,ẻn
kaki	kaki
ten	tẽn,tên,ten
hd	HD
xeu	xêu,xều
tim	tim,tím,tỉm,tìm
tia	tia,tía,tỉa
anh	ảnh,ánh,anh
nhet	nhét
viem	viêm
tuenh	tuềnh
mich	mịch,mích
bloc	bloc,blốc
huyt	huýt
huoc	hước
yahoo	yahoo
bitcoin	bitcoin
btc	bitcoin
macbook	MacBook
toilet	toilet
bhyt	BHYT
noel	noel
zalo	Zalo
dota	DOTA
kotex	kotex
redmi	Redmi
mtp	Sơn Tùng MTP
viettel	viettel
ngien	nghiên,nghiến,nghiện,nghiền
nsnd	NSND
oppo	OPPO
virus	virus
pk	pk
google	Google
cgv	CGV
tphcm	TPHCM
kcn	KCN
hihi	hihi
vni	VNI
lmht	LMHT
visa	VISA
btc	BTC
fa	FA
fb	FB
tv	TV
ox	ox
ck	CK
nc	nc
zay	zậy
ny	ny
gmail	gmail
admin	admin
cmnd	CMND
ios	iOS
samsung	Samsung
vng	VNG
bhxh	BHXH
ktx	KTX
kts	KTS
xhcn	XHCN
unikey	Unikey
vinaphone	Vina Phone
dc	dc
xl	XL
ko	ko
bcs	bcs
web	web
bbc	BBC
vk	vk
vn	VN
wc	WC
hoy	hoy
thcs	THCS
messi	messi
sony	Sony
viber	Viber
sms	SMS
vip	VIP
vd	vd
vs	vs
ceo	CEO
uhm	uhm
oke	oke
stt	stt
gps	GPS
hix	hix
bik	bik
uh	uh
uk	uk
keke	keke
xperia	xperia
snsd	SNSD
amazon	Amazon
batman	Batman
facebook	Facebook
shopee	shopee
hotel	hotel
telex	telex
aids	AIDS
hdqt	HĐQT
wiki	wiki
tiki	tiki
daklak	daklak
bmw	BMW
inbox	inbox
android	Android
ukm	ukm
key	key
bidv	BIDV
atm	ATM
hpbd	hpbd
sorry	sorry
phone	phone
tre	trẻ,trễ,trẹ,trề,trệ,tre,trê
nia	nĩa,nia
phim	phím,phim
ubnd	UBND
him	him,hĩm
hin	hin
suong	sương,suồng,sượng,suông,sướng
